,STATION,DATE,DEWP,DEWP_ATTRIBUTES,ELEVATION,FRSHTT,GUST,LATITUDE,LONGITUDE,MAX,MAX_ATTRIBUTES,MIN,MIN_ATTRIBUTES,MXSPD,NAME,PRCP,PRCP_ATTRIBUTES,SLP,SLP_ATTRIBUTES,SNDP,STP,STP_ATTRIBUTES,TEMP,TEMP_ATTRIBUTES,VISIB,VISIB_ATTRIBUTES,WDSP,WDSP_ATTRIBUTES
15,26063099999,1990-01-13,-6.9,7,24.07,1000,999.9,59.800292000000006,30.262503000000002,4.6, ,-9.0, ,7.8,"PULKOVO, RS",0.0,E,1024.2,7,4.3,23.4,7,-1.5,7,6.2,7,3.9,7
16,26063099999,1990-01-14,-7.7,5,24.07,1000,999.9,59.800292000000006,30.262503000000002,-0.4,*,-4.2,*,5.8,"PULKOVO, RS",0.12,E,1020.8,5,999.9,20.0,5,-2.0,5,4.7,5,5.4,5
17,26063099999,1990-01-15,-7.0,6,24.07,1000,999.9,59.800292000000006,30.262503000000002,6.3,*,-9.2, ,5.8,"PULKOVO, RS",0.0,E,1017.2,6,999.9,16.4,6,-2.8,6,3.7,6,4.2,6
18,26063099999,1990-01-16,12.8,7,24.07,1000,999.9,59.800292000000006,30.262503000000002,21.7, ,10.0,*,7.8,"PULKOVO, RS",0.16,E,993.1,7,999.9,992.3,7,16.6,7,3.6,7,5.5,7
19,26063099999,1990-01-17,13.5,7,24.07,1000,999.9,59.800292000000006,30.262503000000002,28.4,*,13.6,*,7.8,"PULKOVO, RS",0.12,E,994.5,7,999.9,993.7,7,18.3,7,5.1,7,4.2,7
20,26063099999,1990-01-18,29.9,8,24.07,11000,999.9,59.800292000000006,30.262503000000002,36.9, ,21.9, ,9.7,"PULKOVO, RS",0.2,F,984.6,8,999.9,983.9,8,32.7,8,5.3,8,6.6,8
21,26063099999,1990-01-19,4.7,8,24.07,1000,19.4,59.800292000000006,30.262503000000002,18.3,*,9.5,*,9.7,"PULKOVO, RS",0.02,F,1004.0,8,6.3,3.2,8,11.8,8,5.7,8,5.6,8
22,26063099999,1990-01-20,18.2,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,33.4,*,9.5, ,5.8,"PULKOVO, RS",0.16,F,1004.9,8,999.9,4.1,8,21.6,8,4.0,8,3.6,7
23,26063099999,1990-01-21,23.2,7,24.07,1000,999.9,59.800292000000006,30.262503000000002,34.3, ,16.9,*,7.8,"PULKOVO, RS",0.08,F,1005.5,7,999.9,4.7,7,26.7,7,4.1,7,5.5,7
24,26063099999,1990-01-22,1.8,7,24.07,1000,23.3,59.800292000000006,30.262503000000002,14.2,*,0.0,*,5.8,"PULKOVO, RS",0.0,E,1024.6,7,999.9,23.8,7,6.4,7,5.0,6,2.2,7
25,26063099999,1990-01-23,10.6,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,21.7,*,-0.4, ,9.7,"PULKOVO, RS",0.12,E,1017.2,8,999.9,16.4,8,13.8,8,4.3,8,6.3,8
26,26063099999,1990-01-24,30.2,8,24.07,11000,19.4,59.800292000000006,30.262503000000002,35.2,*,19.6, ,11.7,"PULKOVO, RS",0.2,F,997.1,8,999.9,996.4,8,31.8,8,4.8,8,8.3,8
27,26063099999,1990-01-25,30.6,8,24.07,11000,25.3,59.800292000000006,30.262503000000002,37.6,*,33.6, ,13.6,"PULKOVO, RS",0.04,F,989.7,8,6.3,989.0,8,35.8,8,5.7,8,10.2,8
28,26063099999,1990-01-26,30.3,8,24.07,11000,21.4,59.800292000000006,30.262503000000002,38.7,*,31.8,*,13.6,"PULKOVO, RS",0.12,E,986.6,6,999.9,985.9,6,35.0,8,5.6,8,8.0,8
29,26063099999,1990-01-27,30.0,8,24.07,11000,25.3,59.800292000000006,30.262503000000002,38.1, ,28.4,*,9.7,"PULKOVO, RS",0.04,F,985.1,8,999.9,984.4,8,34.8,8,5.3,8,9.5,8
30,26063099999,1990-01-28,21.3,6,24.07,0,19.4,59.800292000000006,30.262503000000002,32.5,*,24.8, ,7.8,"PULKOVO, RS",0.02,E,1008.2,6,3.9,7.4,6,28.1,6,6.2,6,5.5,6
31,26063099999,1990-01-29,31.2,8,24.07,11000,999.9,59.800292000000006,30.262503000000002,36.1, ,30.9, ,7.8,"PULKOVO, RS",0.08,E,1004.8,8,999.9,4.1,8,34.9,8,5.7,8,6.1,8
32,26063099999,1990-01-30,31.5,8,24.07,10000,999.9,59.800292000000006,30.262503000000002,36.5,*,33.1,*,13.6,"PULKOVO, RS",0.0,F,1008.7,8,999.9,7.9,8,35.1,8,6.2,8,6.1,8
33,26063099999,1990-01-31,32.0,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,36.9,*,32.7, ,7.8,"PULKOVO, RS",0.02,E,1016.2,8,2.8,15.4,8,35.2,8,5.7,8,5.3,8
34,26063099999,1990-02-01,33.7,8,24.07,0,999.9,59.800292000000006,30.262503000000002,36.5,*,34.7, ,5.8,"PULKOVO, RS",0.0,E,1017.7,8,999.9,16.9,8,35.7,8,6.2,8,5.1,8
35,26063099999,1990-02-02,35.3,8,24.07,10000,999.9,59.800292000000006,30.262503000000002,38.5, ,36.0, ,7.8,"PULKOVO, RS",0.01,F,1015.7,8,999.9,14.9,8,36.9,8,4.0,8,6.1,8
36,26063099999,1990-02-03,32.3,7,24.07,10000,999.9,59.800292000000006,30.262503000000002,36.9,*,34.0, ,7.8,"PULKOVO, RS",0.12,E,1012.0,7,999.9,11.3,7,35.0,7,5.7,7,7.5,7
37,26063099999,1990-02-04,34.2,8,24.07,10000,999.9,59.800292000000006,30.262503000000002,38.8, ,35.2,*,5.8,"PULKOVO, RS",0.0,F,1011.8,8,999.9,11.0,8,37.0,8,6.2,8,4.4,8
38,26063099999,1990-02-05,33.1,8,24.07,110000,999.9,59.800292000000006,30.262503000000002,37.4,*,33.6,*,9.7,"PULKOVO, RS",0.08,F,1014.8,8,999.9,14.0,8,35.3,8,5.1,8,4.6,8
39,26063099999,1990-02-06,38.6,8,24.07,10110,21.4,59.800292000000006,30.262503000000002,43.0, ,36.0, ,9.7,"PULKOVO, RS",0.05,F,1012.7,8,999.9,11.9,8,40.5,8,4.3,8,8.5,8
40,26063099999,1990-02-07,32.8,7,24.07,0,21.4,59.800292000000006,30.262503000000002,41.9, ,37.6, ,11.7,"PULKOVO, RS",0.0,C,1011.5,6,999.9,10.8,6,39.5,7,6.2,7,7.8,7
41,26063099999,1990-02-08,37.3,8,24.07,10000,27.2,59.800292000000006,30.262503000000002,45.0, ,39.7, ,13.6,"PULKOVO, RS",0.12,F,987.6,7,999.9,987.6,8,42.1,8,5.3,8,10.7,8
42,26063099999,1990-02-09,29.9,9,24.07,10000,999.9,59.800292000000006,30.262503000000002,35.8,*,30.7,*,7.8,"PULKOVO, RS",0.39,E,993.4,9,999.9,991.9,8,32.8,9,5.8,9,5.2,9
43,26063099999,1990-02-10,30.8,8,24.07,0,999.9,59.800292000000006,30.262503000000002,36.5,*,29.5, ,9.7,"PULKOVO, RS",0.08,E,1000.5,7,999.9,999.7,7,33.6,8,6.2,8,7.0,8
44,26063099999,1990-02-11,33.0,8,24.07,110000,999.9,59.800292000000006,30.262503000000002,37.6, ,31.8, ,5.8,"PULKOVO, RS",0.08,E,1001.6,8,999.9,0.8,8,34.9,8,5.1,8,3.9,8
45,26063099999,1990-02-12,31.5,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,36.9, ,33.6, ,7.8,"PULKOVO, RS",0.0,F,1001.6,8,999.9,0.9,8,35.3,8,4.8,8,6.3,8
46,26063099999,1990-02-13,27.5,6,24.07,0,999.9,59.800292000000006,30.262503000000002,36.5,*,31.5, ,7.8,"PULKOVO, RS",0.0,A,1003.0,6,999.9,2.3,6,33.6,6,6.2,6,6.2,6
47,26063099999,1990-02-14,28.3,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,35.6, ,32.0,*,5.8,"PULKOVO, RS",0.0,H,997.8,8,999.9,997.1,8,33.6,8,5.7,8,4.9,8
48,26063099999,1990-02-15,32.1,8,24.07,11000,23.3,59.800292000000006,30.262503000000002,36.3, ,31.5, ,7.8,"PULKOVO, RS",0.47,F,986.2,8,999.9,985.5,8,34.2,8,2.5,8,6.6,8
49,26063099999,1990-02-16,28.0,8,24.07,1000,23.3,59.800292000000006,30.262503000000002,34.3, ,30.7,*,9.7,"PULKOVO, RS",0.12,F,993.6,8,999.9,992.9,8,32.7,8,3.9,8,6.7,7
50,26063099999,1990-02-17,21.2,7,24.07,1000,999.9,59.800292000000006,30.262503000000002,29.5,*,24.8,*,5.8,"PULKOVO, RS",0.08,F,1005.2,7,999.9,4.4,7,25.9,7,3.0,7,4.4,7
51,26063099999,1990-02-18,17.2,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,27.3, ,20.3,*,5.8,"PULKOVO, RS",0.01,F,1016.9,8,999.9,16.1,8,24.4,8,6.2,8,4.1,8
52,26063099999,1990-02-19,18.2,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,27.5, ,18.7, ,7.8,"PULKOVO, RS",0.0,F,1020.9,8,999.9,20.1,8,23.9,8,5.3,8,6.6,8
53,26063099999,1990-02-20,28.5,8,24.07,10000,31.1,59.800292000000006,30.262503000000002,39.9,*,23.2, ,13.6,"PULKOVO, RS",0.04,E,1012.9,8,999.9,12.1,8,31.7,8,6.2,8,10.0,8
54,26063099999,1990-02-21,35.9,7,24.07,0,35.0,59.800292000000006,30.262503000000002,46.0,*,39.7,*,15.5,"PULKOVO, RS",0.0,B,1011.9,7,999.9,11.2,7,42.3,7,6.2,7,8.3,7
55,26063099999,1990-02-22,35.8,8,24.07,10000,27.2,59.800292000000006,30.262503000000002,43.9,*,34.9,*,9.7,"PULKOVO, RS",0.59,F,1004.5,8,999.9,2.8,7,38.7,8,5.7,8,6.3,8
56,26063099999,1990-02-23,34.1,8,24.07,0,999.9,59.800292000000006,30.262503000000002,41.2, ,34.5, ,9.7,"PULKOVO, RS",0.0,E,1010.7,8,999.9,10.0,8,37.5,8,6.2,8,5.6,8
57,26063099999,1990-02-24,35.9,8,24.07,10000,999.9,59.800292000000006,30.262503000000002,39.7, ,36.0,*,7.8,"PULKOVO, RS",0.16,E,1002.8,8,999.9,2.1,8,37.7,8,3.9,8,5.1,8
58,26063099999,1990-02-25,35.7,7,24.07,110000,999.9,59.800292000000006,30.262503000000002,40.8, ,33.8, ,5.8,"PULKOVO, RS",0.91,F,989.3,7,999.9,988.6,7,37.0,7,2.3,7,4.2,7
59,26063099999,1990-02-26,30.2,8,24.07,11000,999.9,59.800292000000006,30.262503000000002,35.1,*,29.8, ,5.8,"PULKOVO, RS",0.12,F,985.9,8,999.9,985.2,8,33.2,8,5.3,8,4.6,8
60,26063099999,1990-02-27,30.5,6,24.07,10000,27.2,59.800292000000006,30.262503000000002,43.2, ,33.3, ,11.7,"PULKOVO, RS",4.13,F,959.5,6,999.9,958.8,6,40.7,6,6.2,6,10.7,6
61,26063099999,1990-02-28,30.7,8,24.07,11000,31.1,59.800292000000006,30.262503000000002,35.1,*,32.7,*,11.7,"PULKOVO, RS",0.06,F,962.7,8,999.9,962.0,8,33.8,8,4.8,8,9.2,8
62,26063099999,1990-03-01,31.3,8,24.07,11000,999.9,59.800292000000006,30.262503000000002,36.0, ,31.6, ,5.8,"PULKOVO, RS",0.04,F,978.2,8,999.9,977.5,8,34.3,8,5.3,8,3.4,8
63,26063099999,1990-03-02,30.8,8,24.07,0,999.9,59.800292000000006,30.262503000000002,36.1, ,33.1,*,3.9,"PULKOVO, RS",0.01,E,988.8,8,999.9,988.1,8,34.0,8,5.7,8,2.4,8
64,26063099999,1990-03-03,20.1,8,24.07,0,999.9,59.800292000000006,30.262503000000002,32.7,*,23.2,*,9.7,"PULKOVO, RS",0.0,E,1003.4,8,999.9,2.6,8,28.0,8,6.2,8,6.8,8
65,26063099999,1990-03-04,18.9,8,24.07,1000,19.4,59.800292000000006,30.262503000000002,29.3, ,18.9, ,7.8,"PULKOVO, RS",0.12,E,1003.9,8,999.9,3.1,8,25.2,8,4.0,8,6.1,8
66,26063099999,1990-03-05,26.7,8,24.07,10000,23.3,59.800292000000006,30.262503000000002,39.0, ,23.9, ,11.7,"PULKOVO, RS",0.02,E,994.9,8,999.9,994.1,8,32.1,8,6.2,8,7.5,8
67,26063099999,1990-03-06,30.8,7,24.07,11000,27.2,59.800292000000006,30.262503000000002,34.9,*,30.7,*,11.7,"PULKOVO, RS",0.35,F,973.7,8,999.9,973.0,8,32.9,8,4.0,8,8.3,8
68,26063099999,1990-03-07,24.5,7,24.07,1000,999.9,59.800292000000006,30.262503000000002,30.9,*,28.2,*,7.8,"PULKOVO, RS",0.08,F,987.1,7,999.9,986.3,7,29.7,7,11.5,7,6.9,7
69,26063099999,1990-03-08,24.0,7,24.07,1000,999.9,59.800292000000006,30.262503000000002,32.7, ,24.8, ,3.9,"PULKOVO, RS",0.02,E,995.0,6,999.9,994.2,6,30.1,7,5.1,7,3.3,7
70,26063099999,1990-03-09,32.2,7,24.07,10000,999.9,59.800292000000006,30.262503000000002,38.7,*,30.6, ,9.7,"PULKOVO, RS",0.04,F,994.6,8,2.0,993.8,8,35.2,8,4.8,8,5.8,8
71,26063099999,1990-03-10,28.3,7,24.07,11000,29.1,59.800292000000006,30.262503000000002,40.1,*,28.9,*,9.7,"PULKOVO, RS",0.63,F,984.4,7,0.4,983.7,7,32.6,7,4.3,7,7.2,7
72,26063099999,1990-03-11,22.4,7,24.07,0,23.3,59.800292000000006,30.262503000000002,31.6, ,27.0,*,9.7,"PULKOVO, RS",0.0,A,996.9,7,999.9,996.2,7,29.6,7,6.2,7,6.9,7
73,26063099999,1990-03-12,21.5,8,24.07,0,999.9,59.800292000000006,30.262503000000002,34.7, ,25.7, ,5.8,"PULKOVO, RS",0.0,B,991.7,8,2.4,991.0,8,29.5,8,6.2,8,3.9,8
74,26063099999,1990-03-13,11.7,6,24.07,0,999.9,59.800292000000006,30.262503000000002,30.4, ,21.2,*,7.8,"PULKOVO, RS",0.0,E,1012.3,6,2.0,11.5,6,25.6,6,6.2,6,5.8,6
75,26063099999,1990-03-14,13.9,7,24.07,0,999.9,59.800292000000006,30.262503000000002,30.9, ,16.0, ,5.8,"PULKOVO, RS",0.0,C,1032.8,7,2.0,32.0,7,24.4,7,6.2,7,4.4,7
76,26063099999,1990-03-15,16.0,8,24.07,0,27.2,59.800292000000006,30.262503000000002,36.9, ,21.2,*,11.7,"PULKOVO, RS",0.0,C,1032.3,7,999.9,31.5,7,32.0,8,6.2,8,9.7,8
77,26063099999,1990-03-16,35.0,8,24.07,10000,31.1,59.800292000000006,30.262503000000002,41.4, ,35.6, ,11.7,"PULKOVO, RS",0.08,F,1014.4,8,999.9,13.7,8,38.9,8,5.7,8,10.0,8
78,26063099999,1990-03-17,35.0,7,24.07,100000,999.9,59.800292000000006,30.262503000000002,37.0,*,34.9, ,7.8,"PULKOVO, RS",0.0,E,1016.8,7,999.9,16.0,7,36.2,7,0.7,6,4.7,7
79,26063099999,1990-03-18,39.1,8,24.07,100000,999.9,59.800292000000006,30.262503000000002,49.1, ,36.1, ,7.8,"PULKOVO, RS",0.01,E,1022.9,6,999.9,22.1,6,40.5,8,2.3,8,3.2,8
80,26063099999,1990-03-19,36.0,8,24.07,0,21.4,59.800292000000006,30.262503000000002,57.6, ,35.6, ,13.6,"PULKOVO, RS",0.0,C,1016.8,8,999.9,16.1,8,47.5,8,4.5,8,6.9,7
81,26063099999,1990-03-20,35.4,7,24.07,0,25.3,59.800292000000006,30.262503000000002,57.2,*,36.3,*,13.6,"PULKOVO, RS",0.0,C,1004.3,7,999.9,3.6,7,43.4,8,6.2,8,8.5,8
82,26063099999,1990-03-21,30.9,8,24.07,0,999.9,59.800292000000006,30.262503000000002,43.7,*,32.9, ,9.7,"PULKOVO, RS",0.0,C,1006.9,8,999.9,6.2,8,38.5,8,6.2,8,5.3,8
83,26063099999,1990-03-22,33.6,9,24.07,10000,27.2,59.800292000000006,30.262503000000002,42.8, ,37.8, ,9.7,"PULKOVO, RS",0.16,F,991.5,9,999.9,990.8,9,40.8,9,5.4,9,7.8,9
84,26063099999,1990-03-23,35.2,8,24.07,10000,23.3,59.800292000000006,30.262503000000002,43.5, ,35.2,*,7.8,"PULKOVO, RS",0.35,F,990.5,8,999.9,989.8,8,38.6,8,6.2,8,6.6,8
85,26063099999,1990-03-24,34.3,6,24.07,10000,27.2,59.800292000000006,30.262503000000002,42.6,*,32.5, ,9.7,"PULKOVO, RS",0.2,E,991.8,6,999.9,991.0,6,37.6,6,6.2,6,6.5,6
86,26063099999,1990-03-25,33.6,7,24.07,0,25.3,59.800292000000006,30.262503000000002,42.8, ,37.0,*,11.7,"PULKOVO, RS",0.04,E,992.8,7,999.9,992.1,7,40.0,7,6.2,7,8.0,7
87,26063099999,1990-03-26,28.1,8,24.07,11000,999.9,59.800292000000006,30.262503000000002,39.2, ,30.0,*,5.8,"PULKOVO, RS",0.04,F,1011.7,8,999.9,10.9,8,34.0,8,5.1,8,5.1,8
88,26063099999,1990-03-27,21.0,7,24.07,0,999.9,59.800292000000006,30.262503000000002,34.3,*,26.6, ,5.8,"PULKOVO, RS",0.0,E,1030.0,7,999.9,29.2,7,30.0,7,6.2,7,4.7,7
89,26063099999,1990-03-28,23.0,8,24.07,0,999.9,59.800292000000006,30.262503000000002,44.2, ,27.3, ,7.8,"PULKOVO, RS",0.0,C,1034.2,8,999.9,33.4,8,37.0,8,6.2,8,4.4,8
90,26063099999,1990-03-29,25.0,8,24.07,0,999.9,59.800292000000006,30.262503000000002,45.5, ,33.4,*,7.8,"PULKOVO, RS",0.0,C,1028.0,8,999.9,27.2,8,39.0,8,6.2,8,4.1,8
91,26063099999,1990-03-30,33.3,6,24.07,0,19.4,59.800292000000006,30.262503000000002,46.9, ,35.6, ,11.7,"PULKOVO, RS",0.0,B,1013.1,6,999.9,12.3,6,41.7,6,6.2,6,6.8,6
92,26063099999,1990-03-31,26.1,6,24.07,0,19.4,59.800292000000006,30.262503000000002,40.1, ,33.4, ,9.7,"PULKOVO, RS",0.04,E,1009.0,6,999.9,8.2,6,36.3,6,6.2,6,5.8,6
93,26063099999,1990-04-01,26.4,7,24.07,0,999.9,59.800292000000006,30.262503000000002,42.8, ,32.4, ,7.8,"PULKOVO, RS",0.0,E,1010.1,7,999.9,9.4,7,36.9,7,6.2,7,4.2,7
94,26063099999,1990-04-02,25.8,8,24.07,1000,999.9,59.800292000000006,30.262503000000002,43.2, ,33.1, ,7.8,"PULKOVO, RS",0.0,H,1005.2,8,999.9,4.5,8,37.2,8,5.7,8,4.4,8
95,26063099999,1990-04-03,36.7,8,24.07,11010,25.3,59.800292000000006,30.262503000000002,56.8, ,32.0, ,11.7,"PULKOVO, RS",0.2,F,994.5,8,999.9,993.8,8,44.3,8,4.3,8,7.8,8
96,26063099999,1990-04-04,36.9,8,24.07,10000,23.3,59.800292000000006,30.262503000000002,53.1,*,40.3,*,9.7,"PULKOVO, RS",0.14,F,994.8,8,999.9,994.1,8,45.5,8,5.7,8,6.3,8
97,26063099999,1990-04-05,25.0,8,24.07,1000,27.2,59.800292000000006,30.262503000000002,38.5,*,30.7,*,11.7,"PULKOVO, RS",0.0,E,1006.9,8,999.9,6.1,8,34.3,8,5.7,8,9.5,8
98,26063099999,1990-04-06,25.0,9,24.07,0,27.2,59.800292000000006,30.262503000000002,48.9, ,30.4, ,11.7,"PULKOVO, RS",0.0,C,1017.0,9,999.9,16.2,9,39.6,9,6.2,9,7.6,9
99,26063099999,1990-04-07,24.6,8,24.07,10000,25.3,59.800292000000006,30.262503000000002,46.2, ,28.2,*,9.7,"PULKOVO, RS",0.0,E,1011.2,8,999.9,10.4,8,36.2,8,6.2,8,7.8,8
100,26063099999,1990-04-08,20.8,8,24.07,1000,25.3,59.800292000000006,30.262503000000002,31.1, ,25.7, ,11.7,"PULKOVO, RS",0.02,F,1011.1,8,0.4,10.3,8,28.6,8,5.7,8,6.8,8
101,26063099999,1990-04-09,24.9,8,24.07,0,23.3,59.800292000000006,30.262503000000002,45.5, ,26.6, ,9.7,"PULKOVO, RS",0.0,C,1014.0,8,999.9,13.2,8,37.0,8,6.2,8,5.8,8
102,26063099999,1990-04-10,27.4,8,24.07,0,999.9,59.800292000000006,30.262503000000002,51.1, ,33.8, ,7.8,"PULKOVO, RS",0.0,C,1006.9,8,999.9,6.2,8,41.0,8,6.2,8,4.6,8
103,26063099999,1990-04-11,30.8,8,24.07,0,999.9,59.800292000000006,30.262503000000002,51.3, ,31.1, ,3.9,"PULKOVO, RS",0.0,C,1004.9,8,999.9,4.2,8,41.1,8,6.2,8,1.5,8
104,26063099999,1990-04-12,27.1,9,24.07,0,999.9,59.800292000000006,30.262503000000002,51.4, ,31.3, ,5.8,"PULKOVO, RS",0.0,C,1013.7,9,999.9,13.0,9,40.0,9,6.2,9,1.9,9
105,26063099999,1990-04-13,27.3,8,24.07,0,999.9,59.800292000000006,30.262503000000002,56.3, ,31.3, ,3.9,"PULKOVO, RS",0.0,C,1013.6,8,999.9,12.8,8,44.4,8,5.7,8,1.7,8
106,26063099999,1990-04-14,32.0,8,24.07,100000,999.9,59.800292000000006,30.262503000000002,52.9, ,30.4,*,3.9,"PULKOVO, RS",0.0,C,1017.6,8,999.9,16.8,8,40.7,8,4.8,8,2.4,8
107,26063099999,1990-04-15,41.5,8,24.07,0,999.9,59.800292000000006,30.262503000000002,57.2, ,42.8, ,5.8,"PULKOVO, RS",0.0,C,1017.1,8,999.9,16.4,8,51.4,8,6.2,8,2.4,8
108,26063099999,1990-04-16,42.6,8,24.07,0,999.9,59.800292000000006,30.262503000000002,62.2, ,48.2, ,7.8,"PULKOVO, RS",0.02,E,1015.0,8,999.9,14.3,8,55.5,8,6.2,8,4.9,8
109,26063099999,1990-04-17,40.0,8,24.07,0,999.9,59.800292000000006,30.262503000000002,55.8, ,41.0,*,5.8,"PULKOVO, RS",0.12,E,1019.3,8,999.9,18.6,8,49.3,8,6.2,8,3.4,8
110,26063099999,1990-04-18,41.0,8,24.07,0,999.9,59.800292000000006,30.262503000000002,58.1, ,39.7, ,3.9,"PULKOVO, RS",0.0,C,1023.1,8,999.9,22.3,8,48.1,8,6.2,8,1.7,8
111,26063099999,1990-04-19,44.4,8,24.07,10000,999.9,59.800292000000006,30.262503000000002,65.1, ,43.9, ,5.8,"PULKOVO, RS",0.02,E,1024.5,8,999.9,23.8,8,54.3,8,6.2,8,2.9,8
112,26063099999,1990-04-20,31.5,8,24.07,0,999.9,59.800292000000006,30.262503000000002,64.8, ,44.1, ,3.9,"PULKOVO, RS",0.0,C,1027.6,8,999.9,26.9,8,56.0,8,6.2,8,2.4,8
113,26063099999,1990-04-21,33.2,8,24.07,0,999.9,59.800292000000006,30.262503000000002,60.4, ,43.0,*,5.8,"PULKOVO, RS",0.0,C,1028.0,8,999.9,27.3,8,51.0,8,6.2,8,3.6,8
114,26063099999,1990-04-22,31.3,8,24.07,0,999.9,59.800292000000006,30.262503000000002,64.4, ,44.8,*,7.8,"PULKOVO, RS",0.0,C,1024.3,8,999.9,23.6,8,54.5,8,6.2,8,4.4,8
115,26063099999,1990-04-23,34.9,8,24.07,0,999.9,59.800292000000006,30.262503000000002,62.6, ,48.9, ,5.8,"PULKOVO, RS",0.0,C,1023.7,8,999.9,23.0,8,55.5,8,6.2,8,3.4,8
116,26063099999,1990-04-24,35.9,9,24.07,0,999.9,59.800292000000006,30.262503000000002,63.1, ,46.6, ,3.9,"PULKOVO, RS",0.0,C,1024.5,9,999.9,23.8,9,55.4,9,6.2,9,1.9,9
117,26063099999,1990-04-25,40.6,8,24.07,10000,999.9,59.800292000000006,30.262503000000002,62.6, ,48.0, ,3.9,"PULKOVO, RS",0.0,E,1024.0,8,999.9,23.3,8,54.5,8,5.3,8,2.2,8
