STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
03724199999,BRISTOL/LULSGATE,1978-06-03,1988-01-05,null,UK,51.383,-2.717,189
03649099999,BRIZE NORTON,1951-08-01,2020-04-07,null,UK,51.749964,-1.583617,87.78
99999915042,BRUNTINGTHORPE,1957-07-01,1962-08-24,null,UK,52.467,-1.117,150.9
03611099999,BRYNAMMAN,1973-01-01,1985-09-30,null,UK,51.817,-3.867,182
99592099999,BUOY 62103 / CHANNEL LIGHTSHIP,1992-04-16,2018-04-25,null,UK,49.9,-2.9,0
99270099999,BUOY 62107 / SEVENSTONES LIGHTSHIP,2001-09-05,2018-04-25,null,UK,50.1,-6.1,0
99203799999,BUOY 62149,2013-02-06,2018-04-25,null,null,53.7,1.3,3
99685099999,BUOY 62301 / ABERPORTH (CARDIGAN BAY),2001-11-29,2016-02-16,null,UK,52.3,-4.5,0
99686099999,BUOY 62303 / TURBOT BANK,2001-11-29,2016-03-17,null,UK,51.6,-5.1,0
03830099999,BURRINGTON,1975-05-21,1997-05-08,null,UK,50.933,-3.983,199
03869199999,CALSHOT,1929-10-01,1939-09-29,null,UK,50.817,-1.3,3
03808099999,CAMBORNE,1973-01-01,2020-04-07,null,UK,50.2166666,-5.3166666,88
03571599999,CAMBRIDGE,1977-02-01,2020-04-03,null,UK,52.205,0.175,14.32
03571099999,CAMBRIDGE,1973-01-01,1996-12-24,null,UK,52.2,0.183,15
03305099999,CAPEL CURIG NO3,1994-10-01,2020-04-07,null,UK,53.1,-3.9333333,215
03715099999,CARDIFF,1973-01-01,2020-04-07,null,UK,51.396667,-3.343333,67.05
03717099999,CARDIFF WEATHER CENTRE,1984-06-14,2006-06-15,null,UK,51.4833333,-3.1833333,52
03559099999,CARDINGTON,1930-06-24,1980-06-01,null,UK,52.1,-0.4166666,29
03823099999,CARDINHAM  BODMIN,1987-07-08,2020-04-07,null,UK,50.5,-4.6666666,199
03280099999,CATTERICK,1939-07-08,1939-08-21,null,UK,54.367,-1.617,53
03221099999,CAUSEWAY FOOT,1974-12-03,1977-10-13,null,UK,54.583,-3.083,160
03338099999,CELLARHEAD,1975-04-26,1997-03-20,null,UK,53.033,-2.083,228
03505199999,CENARTH MILL,1973-01-21,1975-06-25,null,UK,52.383,-3.5,282
03504099999,CENARTH-IN-RADNOR,1977-11-30,1979-05-18,null,UK,52.383,-3.533,305
03890099999,CHANNEL (LGT-VSL),1979-02-01,1982-08-01,null,UK,49.9,-2.917,89
03785099999,CHARING,1980-09-15,2001-12-31,null,UK,51.2,0.783,91
03769099999,CHARLWOOD,1992-03-01,2020-04-07,null,UK,51.1438889,-0.2294444,68
03833099999,CHAWLEIGH,1973-01-28,1974-03-26,null,UK,50.9,-3.8,160
99999915015,CHELVESTON,1956-06-01,1964-02-29,null,UK,52.3,0.533,92
03674099999,CHENIES(AUTO),1992-10-01,1998-10-06,null,UK,51.683,-0.533,139
03707099999,CHIVENOR,1973-01-01,2020-04-07,null,UK,51.087167,-4.150339,8.22
03861099999,CHRISTCHURCH BAY,1986-03-13,1987-03-09,null,UK,50.7,-1.667,7
03355099999,CHURCH FENTON,1973-01-01,2013-12-19,null,UK,53.834333,-1.1955,8.83
03544099999,CHURCH LAWFORD,1983-08-25,2020-04-07,null,UK,52.3666666,-1.3333333,106
03614099999,CILFYNYDD,1973-07-17,1996-03-04,null,UK,51.633,-3.3,194
03768399999,CITY,1988-01-29,2020-04-07,null,UK,51.505278,0.055278,5.79
03141399999,CLEETON OIL PLATFORM,2013-03-12,2020-04-07,null,UK,54.0333333,0.7166666,470
03658499999,COLERNE,1942-05-27,2017-07-19,null,UK,51.439083,-2.286389,180.74
03535099999,COLESHILL,2001-09-15,2020-04-07,null,UK,52.4833333,-1.6833333,96
03495099999,COLTISHALL,1973-01-01,2006-04-04,null,UK,52.754844,1.3579,20.11
03391099999,CONINGSBY,1943-10-26,2020-04-07,null,UK,53.093014,-0.166014,7.62
03414599999,COSFORD,1994-09-02,2020-03-23,null,UK,52.640028,-2.305578,82.9
03453099999,COTTESMORE,1973-01-01,2011-11-09,null,UK,52.735711,-0.648769,140.51
03541399999,COVENTRY,1991-05-18,2017-07-18,null,UK,52.369722,-1.479722,81.38
03293099999,COWDEN,1997-12-01,1998-04-01,null,UK,53.85,-0.1,15
03557399999,CRANFIELD,1990-02-08,2020-04-07,null,UK,52.072222,-0.616667,109.11
03557199999,CRANFIELD,1973-01-01,1990-01-25,null,UK,52.067,-0.617,111
03379099999,CRANWELL,1929-08-01,2020-04-07,null,UK,53.03035,-0.483242,66.44
03494099999,CROMER,1973-03-09,1992-08-27,null,UK,52.933,1.317,44
03316099999,CROSBY,1984-06-14,2020-04-07,null,UK,53.5,-3.0666666,9
03809099999,CULDROSE,1973-01-01,2020-04-07,null,UK,50.086092,-5.255711,81.38
03408099999,CYNWYD,1984-06-15,2003-11-07,null,UK,52.95,-3.417,227
99585099999,DATA BUOY 62142,2002-02-19,2014-02-05,null,UK,53,2.1,30
99594099999,DATA BUOY 62144,2001-11-30,2018-04-25,null,UK,53.4,1.7,30
99499099999,DATA BUOY 62145,2002-04-11,2018-04-25,null,UK,53.1,2.8,30
74900399999,DEENETHORPE,1944-07-01,1945-06-04,null,UK,52.5,-0.6,105
03261099999,DISHFORTH,1992-05-01,2016-06-06,null,UK,54.137186,-1.420253,35.66
03792099999,DODDINGTON,1973-01-07,1980-04-06,null,UK,51.283,0.783,91
03405499999,DONCASTER SHEFFIELD,2005-05-07,2020-04-07,null,UK,53.474722,-1.004444,16.76
03385099999,DONNA NOOK,1992-12-08,2020-04-07,null,UK,53.4666666,0.0666666,8
03393099999,DONNA NOOK (AUT),1984-06-14,1986-07-15,null,UK,53.383,0.217,4
03385199999,DONNA NOOK RAF,2011-05-12,2020-04-07,null,UK,53.4749,0.1521,3
03399099999,DOWSING (LGT-VSL),1973-06-01,1982-06-10,null,UK,53.567,0.833,5
03888099999,DUNGENESS,1973-01-01,1979-12-09,null,UK,50.917,0.967,3
03840099999,DUNKESWELL AERODROME,1991-05-31,2020-04-07,null,UK,50.8666666,-3.2333333,253
03263599999,DURHAM TEES VALLEY AIRPORT,1975-11-24,2020-04-07,null,UK,54.509189,-1.429406,36.57
03387099999,EASINGTON,1988-10-24,1997-03-31,null,UK,53.667,0.117,10
03799099999,EAST GOODWIN L.V.,1973-06-01,1982-05-31,null,UK,51.217,1.6,5
03877099999,EAST HOATHLY,1989-07-27,1992-09-01,null,UK,50.917,0.15,38
03790099999,EAST MALLING (AUT),1985-12-01,1995-07-18,null,UK,51.283,0.45,32
03883099999,EASTBOURNE,1973-03-08,1975-10-04,null,UK,50.783,0.3,3
03345099999,EMLEY MOOR,1973-01-01,2010-04-28,null,UK,53.617,-1.667,259
03346099999,EMLEY MOOR NO 2,1981-10-15,2020-04-07,null,UK,53.6,-1.6666666,267
99589099999,ENVIRONM BUOY 62051,2002-02-19,2006-12-23,null,US,53.5,-5.4,0
99593099999,ENVIRONM BUOY 62104,1992-06-09,2018-04-25,null,US,50.4166667,0.2333333,0
99575099999,ENVIRONM BUOY 62128,1989-08-16,2013-04-30,null,UK,53.4,2.3,0
99639099999,ENVIRONM BUOY 62148,2005-02-02,2018-04-25,null,US,53.6,1.05,0
99688099999,ENVIRONM BUOY 62151,2009-07-02,2009-07-02,null,UK,54,0.7,0
03503199999,ESGAIRWEN,1973-01-02,1977-01-31,null,UK,52.083,-4.017,332
03213099999,ESKMEALS,1973-04-12,2001-04-02,null,UK,54.317,-3.4,9
03839099999,EXETER,1973-01-01,2020-04-07,null,UK,50.734444,-3.413889,31.08
03711099999,EXTON,1973-01-02,1987-06-28,null,UK,51,-3.483,332
03644099999,FAIRFORD,1952-06-10,2020-04-07,null,UK,51.682167,-1.790028,87.17
03886099999,FAIRLIGHT,1973-03-08,1990-10-16,null,UK,50.867,0.633,143
03768099999,FARNBOROUGH,1988-05-01,2020-04-07,null,UK,51.275833,-0.776333,72.54
03766099999,FARNBOROUGH (MIL),1973-01-01,1996-07-31,null,UK,51.283,-0.767,72
03697099999,FELIXSTOWE,1939-08-06,1939-08-21,null,UK,51.95,1.333,3
03581099999,FELTWELL,1949-01-03,1954-12-31,null,UK,52.483,0.517,14
03628099999,FILTON,1973-01-01,2018-10-15,null,UK,51.5166666,-2.5833333,59
03360099999,FINNINGLEY(RAF),1973-01-01,1995-10-01,null,UK,53.483,-1,17
03291099999,FLAMBOROUGH HEAD,1979-08-31,1981-05-09,null,UK,54.117,-0.083,46
03341099999,FLASH-IN-STAFFORD,1973-01-02,1979-08-20,null,UK,53.2,-1.967,457
03237099999,FOREST,1978-04-02,1978-04-03,null,UK,54.65,-2.2,381
03281099999,FYLINGDALES,1973-01-01,2020-04-07,null,UK,54.3666666,-0.6666666,262
03776099999,GATWICK,1973-01-01,2020-04-07,null,UK,51.148056,-0.190278,61.56
03701099999,GAWLISH,1989-03-01,2003-12-31,null,UK,51.017,-4.5,122
03633099999,GLOUCESTER,1977-10-01,1981-12-01,null,UK,51.867,-2.217,24
03633399999,GLOUCESTERSHIRE,1977-10-18,2020-04-07,null,UK,51.894167,-2.167222,30.78
03497099999,GORLESTON,1929-08-01,1981-10-31,null,UK,52.583,1.717,3
03497199999,GORLESTON,1929-08-01,1939-09-29,null,UK,52.567,1.733,3
03786099999,GRAVESEND,1982-04-02,1995-10-27,null,UK,51.433,0.383,5
03784099999,GRAVESEND-BROADNESS,1996-02-01,2018-08-30,null,UK,51.4666666,0.3,3
03229099999,GREAT DUN FELL,1973-02-12,2001-12-19,null,UK,54.7,-2.45,847
03227099999,GREAT DUN FELL NO2,1994-10-01,2020-04-07,null,UK,54.6833333,-2.45,847
03527099999,GREAT MALVERN,1984-06-15,2008-11-07,null,UK,52.1166666,-2.3,44
99999915040,GREENHAM,1955-10-01,1964-06-02,null,UK,51.383,-1.283,125
03743599999,GREENHAM COMMON RAF,1976-04-28,1992-04-15,null,UK,51.383,-1.283,122
03894099999,GUERNSEY,1929-10-01,2020-04-07,null,GK,49.434956,-2.601969,102.41
03704099999,HARTLAND,1984-06-14,1988-12-11,null,UK,50.983,-4.467,142
03703199999,HARTLAND POINT,1938-05-21,1939-09-29,null,UK,51.033,-4.533,91
03703099999,HARTLAND POINT,1938-05-21,1983-03-15,null,UK,51.017,-4.533,91
03321099999,HAWARDEN,1985-09-04,2020-04-07,null,UK,53.178056,-2.977778,13.71
03772099999,HEATHROW,1948-12-01,2020-04-07,null,UK,51.4775,-0.461389,25.29
74900699999,HEMINGSTONE,1944-07-29,1945-06-30,null,UK,52.133,1.1,58
03496099999,HEMSBY,1973-01-09,2001-04-02,null,UK,52.683,1.683,14
03370099999,HEMSWELL,1949-01-01,1954-12-31,null,UK,53.4,-0.567,63
03599099999,HENLOW,1973-06-01,1981-06-01,null,UK,52.017,-0.267,95
03522099999,HEREFORD/CREDENHILL,2001-09-15,2020-04-07,null,UK,52.0833333,-2.8,76
03884099999,HERSTMONCEUX,1976-11-01,1992-09-30,null,UK,50.867,0.333,17
03882099999,HERSTMONCEUX  WEST END,1992-12-01,2020-04-07,null,UK,50.9,0.3166666,52
03660099999,HIGH WYCOMBE HQAIR,1997-12-01,2020-04-07,null,UK,51.6833333,-0.8,205
03536099999,HINTS/LICHFIELD MST,1978-12-20,1981-10-20,null,UK,52.633,-0.567,30
03469099999,HOLBEACH (AUT),1985-12-01,2020-04-07,null,UK,52.8666667,0.15,3
03470099999,HOLBEACH RAF RANGE,1964-07-13,1978-03-09,null,UK,52.883,0.183,12
03470199999,HOLBEACH RAF RANGE,1978-04-05,1981-05-25,null,UK,52.85,0.167,12
03342099999,HOLME MOSS,1973-01-01,1995-06-06,null,UK,53.533,-1.867,524
03340099999,HOLME MOSS (AUT),1978-12-15,1995-06-09,null,UK,53.533,-1.883,522
03311099999,HOLYHEAD,1929-10-01,1939-09-29,null,UK,53.317,-4.617,8
03586099999,HONINGTON,1973-01-01,2003-06-17,null,UK,52.333,0.767,53
03343099999,HUDDERSFIELD/OAKES,1973-01-01,1986-09-30,null,UK,53.65,-1.833,232
03373599999,HUMBERSIDE,1975-03-12,2020-04-07,null,UK,53.574444,-0.350833,36.88
99999915033,HUNTINGTON,1955-09-09,1967-12-31,null,UK,52.367,0.217,49.1
03857099999,ISLE OF PORTLAND,1992-04-01,2020-04-07,null,UK,50.5166666,-2.45,52
03789099999,JUBILEE CORNER,1973-01-28,1995-05-25,null,UK,51.183,0.633,47
03638399999,KEMBLE,1988-01-05,1992-03-31,null,UK,51.668056,-2.056944,131.97
03638099999,KEMBLE RAF,1974-05-06,1988-01-04,null,UK,51.667,-2.05,133
03781099999,KENLEY AIRFIELD,1988-02-01,2020-04-07,null,UK,51.3,-0.0833333,170
03212099999,KESWICK,1984-06-14,2020-04-07,null,UK,54.6166666,-3.1666666,81
03775099999,KEW-IN-LONDON,1973-01-01,1980-12-31,null,UK,51.467,-0.317,5
03554099999,KINGS CLIFF RAF,1943-10-07,1945-09-03,null,UK,52.567,-0.483,77
03624099999,KYMIN,1973-01-01,1978-09-30,null,UK,51.817,-2.683,181
07020099999,LA HAGUE,1975-05-19,2020-04-07,null,FR,49.7166666,-1.9333333,12
03410099999,LAKE VYRNWY NO2,1994-10-01,2020-04-07,null,UK,52.75,-3.4666666,359
03583099999,LAKENHEATH,1949-05-01,2014-06-04,null,UK,52.409333,0.561,9.75
03583035034,LAKENHEATH RAF,1999-01-02,2020-04-07,null,UK,52.417,0.567,10
03583199999,LAKENHEATH RAF,1973-01-01,1988-01-05,null,UK,52.4,0.567,10
99999935034,LAKENHEATH RAF,1949-05-01,1967-12-31,null,UK,52.4,0.567,10.1
03583399999,LAKENHEATH RAF,1949-05-01,1995-05-25,null,UK,52.4,0.567,10
03806099999,LANDS END ARPT,1973-03-08,2020-04-07,null,UK,50.0641,-5.709,63
03806099999,LANDS END ARPT,1973-03-08,2020-04-07,null,UK,50.0641,-5.709,63
03796099999,LANGDON BAY,1979-09-12,2020-04-07,null,UK,51.1333333,1.35,117
03743099999,LARKHILL,1989-06-01,2020-04-07,null,UK,51.2,-1.8,133
03781599999,LEAVESDEN,1973-01-01,1994-03-31,null,UK,51.683,-0.417,102
03383099999,LECONFIELD,1973-05-01,1976-10-29,null,UK,53.883,-0.433,9
03382099999,LECONFIELD,1996-01-01,2020-04-07,null,UK,53.8666666,-0.4333333,7
03384099999,LECONFIELD (AUT),1981-01-13,2020-04-07,null,UK,53.8666667,-0.4333333,6
03867099999,LEE-ON-SOLENT,1973-01-08,1988-10-11,null,UK,50.817,-1.217,10
03346399999,LEEDS BRADFORD,1988-01-05,2020-04-07,null,UK,53.865897,-1.660569,207.56
03347099999,LEEDS WEATHER CTR,1986-01-01,2003-09-02,null,UK,53.8,-1.55,47
03330099999,LEEK THORNCLIFFE,2004-07-06,2020-04-07,null,UK,53.1333333,-1.9833333,299
03257099999,LEEMING,1973-01-01,2020-04-07,null,UK,54.292383,-1.5354,40.23
03266099999,LINTON ON OUSE,1973-01-01,2020-04-07,null,UK,54.048911,-1.252747,16.15
03767099999,LIPHOOK,1973-01-02,1988-07-06,null,UK,51.083,-0.817,98
03710099999,LISCOMBE,1993-01-13,2020-04-07,null,UK,51.0833333,-3.6,347
03647099999,LITTLE RISSINGTON,1984-06-15,2020-04-07,null,UK,51.8666666,-1.6833333,210
03323399999,LIVERPOOL,1990-04-24,2020-04-07,null,UK,53.333611,-2.849722,24.38
03323099999,LIVERPOOL AIRPORT,1973-01-01,1990-04-03,null,UK,53.333,-2.85,26
03814099999,LIZARD,1932-05-10,1992-02-27,null,UK,49.95,-5.183,57
03815099999,LIZARD LIGHTHOUSE,1988-07-19,2003-05-29,null,UK,49.967,-5.2,60
03405399999,LLANBEDR,1994-05-03,2004-10-28,null,UK,52.811744,-4.123575,9.14
03407099999,LLANBEDR,1996-01-02,2004-11-08,null,UK,52.8,-4.117,9
03275099999,LOFTUS,1996-11-01,2020-04-07,null,UK,54.5666666,-0.8666666,159
03778099999,LONDON WEA CENTER,1973-01-01,1992-03-31,null,UK,51.517,-0.117,23
03779099999,LONDON WEA CENTER,1992-04-01,2010-02-01,null,UK,51.5,-0.1166667,39
03702099999,LUNDY ISL (LGT-H),1973-01-01,1994-11-30,null,UK,51.167,-4.65,43
03673399999,LUTON,1988-01-05,2020-04-07,null,UK,51.874722,-0.368333,160.32
03673199999,LUTON ARPT,1973-01-01,1988-01-05,null,UK,51.883,-0.367,160
03887399999,LYDD,1988-01-05,2020-04-07,null,UK,50.956111,0.939167,3.96
03887199999,LYDD AIRPORT,1975-01-09,1988-01-04,null,UK,50.95,0.933,3
03795099999,LYMPNE,1929-08-01,1939-09-29,null,UK,51.083,1.017,104
03740099999,LYNEHAM,1973-01-01,2020-04-07,null,UK,51.505144,-1.993428,156.36
03521099999,MADLEY,1984-06-14,2004-03-26,null,UK,52.033,-2.85,78
03334099999,MANCHESTER,1973-01-01,2020-04-07,null,UK,53.353744,-2.27495,78.33
03335099999,MANCHESTER/BARTON,1973-01-01,1986-04-01,null,UK,53.483,-2.25,37
03797035047,MANSTON,1935-10-27,2020-04-07,null,UK,51.35,1.333,50
99999935047,MANSTON,1950-07-20,1958-05-31,null,UK,51.35,1.367,43.9
03797099999,MANSTON,2000-01-01,2014-06-04,null,UK,51.342222,1.346111,54.25
03482099999,MARHAM,1949-04-01,2020-04-07,null,UK,52.648353,0.550692,22.86
07024099999,MAUPERTUS,1973-01-01,2020-04-07,null,FR,49.650106,-1.470281,139.9
03075599999,MERRYFIELD ARPT / RNAS,2018-10-01,2019-10-24,null,UK,50.9625,-2.935667,43.89
03075599999,MERRYFIELD ARPT / RNAS,2018-10-01,2019-10-24,null,UK,50.9625,-2.935667,43.89
03749099999,MIDDLE WALLOP,1973-08-09,2020-04-07,null,UK,51.15,-1.5666667,91
99999935046,MILDENHALL,1950-07-14,1967-12-31,null,UK,52.367,0.483,10.1
03577099999,MILDENHALL,1938-10-12,2014-06-04,null,UK,52.361933,0.486406,10.05
03577035046,MILDENHALL RAF,1999-01-02,2020-04-07,null,UK,52.367,0.483,10
03577199999,MILDENHALL RAF    &,1973-01-01,1988-01-05,null,UK,52.367,0.483,10
03577399999,MILDENHALL RAF    &,1950-07-14,1995-08-31,null,UK,52.367,0.483,10
03604099999,MILFORD HAVEN CONSERVANCY BOARD,1973-01-01,2020-04-07,null,UK,51.7,-5.05,32
03709099999,MINEHEAD,1987-03-01,1988-12-01,null,UK,51.2,-3.45,10
03314099999,MOEL-Y-CRIO,1986-05-01,2005-09-19,null,UK,53.2166666,-3.2166666,263
03301099999,MONA,1943-05-06,2020-04-07,null,UK,53.2666666,-4.3666666,62
03606199999,MONKSTONE POINT,2007-03-06,2007-03-07,null,UK,51.7,-4.667,84
03609099999,MUMBLES HEAD,1973-03-08,2020-04-07,null,UK,51.5666666,-3.9833333,32
03402099999,MYNYDD RHIW,1996-02-06,1996-02-09,null,UK,52.817,-4.633,253
03403099999,NANTMOR,1984-06-15,2002-08-30,null,UK,53,-4.083,53
03745099999,NETHERAVON(RA),1973-01-01,1995-11-28,null,UK,51.25,-1.767,139
03511099999,NEWCASTLE ON CLUN,1986-01-01,1997-04-26,null,UK,52.4333333,-3.1166667,215
03880099999,NEWHAVEN (LGT-H),1973-01-01,2000-06-29,null,UK,50.783,0.05,5
03346599999,NEWQUAY CORNWALL,2009-02-01,2020-04-07,null,UK,50.4333333,-4.9833333,119
03346599999,NEWQUAY CORNWALL,2009-02-01,2020-04-07,null,UK,50.4333333,-4.9833333,119
03590599999,NEWTON,1995-02-15,2000-11-10,null,UK,52.967,-0.983,55
03386099999,NORTH COATES (AUT),1989-01-18,1991-10-11,null,UK,53.5,0.067,3
03405599999,NORTH DENES AIRPORT,2013-05-01,2015-04-30,null,UK,52.65,-1.7833333,2
03831099999,NORTH HESSARY TOR,1985-01-01,2004-02-11,null,UK,50.55,-4,510
03672099999,NORTHOLT,1973-01-01,2020-04-07,null,UK,51.553,-0.418167,37.79
03492099999,NORWICH,1987-12-02,2020-04-07,null,UK,52.675833,1.282778,35.66
03507799999,NORWICH,1977-01-15,1984-08-07,null,UK,52.683,1.283,37
03492599999,NORWICH WEA CNTRE &,1984-09-09,1988-01-05,null,UK,52.683,1.283,37
03418599999,NOTTINGHAM EAST MIDLANDS,1981-09-03,2020-04-07,null,UK,52.831111,-1.328056,93.26
03354099999,NOTTINGHAM/WATNALL,1973-01-01,2020-04-07,null,UK,53,-1.25,117
03761099999,ODIHAM,1973-01-01,2020-04-07,null,UK,51.234139,-0.942825,123.44
03832099999,OKEHAMPTON,1977-03-04,1989-09-11,null,UK,50.717,-4,372
03605099999,PEMBRY SANDS,1993-03-01,2020-04-07,null,UK,51.7166667,-4.3666667,3
03610099999,PENCELLI (AUX),1990-01-05,1991-05-30,null,UK,51.917,-3.317,160
03810099999,PENDENNIS POINT,1984-07-02,2007-06-19,null,UK,50.15,-5.0666666,42
03608099999,PENDINE (AUT),1988-08-28,1999-04-26,null,UK,51.75,-4.517,5
03607099999,PENDINE (AUT),1973-01-01,1996-12-31,null,UK,51.75,-4.517,5
74911799999,PENKETH,1945-01-01,1959-04-30,null,UK,53.383,-2.65,27
03346499999,PENZANCE HELIPORT,2005-01-05,2012-10-31,null,UK,50.12,-5.52,4
03528099999,PERSHORE,1973-01-01,1977-06-30,null,UK,52.133,-2.033,40
03529099999,PERSHORE,1978-03-01,2020-04-07,null,UK,52.15,-2.0333333,31
99502099999,PLATFORM NO. 62101,1989-08-14,2002-10-16,null,UK,50.6,-2.933,0
99511099999,PLATFORM NO. 62125,1989-08-14,2012-09-28,null,US,53.8,-3.5,0
99501099999,PLATFORM NO. 62126,1989-08-14,2012-09-28,null,UK,53.8,-3.6,0
99515099999,PLATFORM NO. 62127,1989-08-14,2013-04-30,null,UK,53.5,2.2,0
99521099999,PLATFORM NO. 62129,1989-08-14,2018-04-25,null,US,53.05,2.1166667,0
99524099999,PLATFORM NO. 62130,1989-09-18,2012-06-29,null,UK,53,1.7,0
99542099999,PLATFORM NO. 63106,2004-03-01,2013-04-30,null,UK,53.5,2,0
03827399999,PLYMOUTH,1988-03-19,2011-12-23,null,UK,50.422778,-4.105833,145.08
03827099999,PLYMOUTH/MOUNTBATTE,1973-01-01,2020-04-07,null,UK,50.35,-4.1166667,27
03811099999,PORT PENDENNIS,1929-10-01,1932-04-30,null,UK,50.133,-5.033,61
