STATION_ID,STATION,BEGIN_DATE,END_DATE,STATE,COUNTRY,LATITUDE,LONGITUDE,ELEVATION
99999900135,GNOSS FIELD AIRPORT,2014-08-01,2017-05-31,CA,US,38.15,-122.55,1.22
74917599999,GOAT ROCK BEACH,1943-06-07,1945-05-26,CA,US,38.433,-123.133,72
99248099999,HALF MOON BAY - 24NM SOUTH SOUTHWEST OF,1982-04-24,2018-04-25,null,US,37.36,-122.88,0
72064600228,HALF MOON BAY AIRPORT,2009-07-17,2020-04-08,CA,US,37.513,-122.501,20.12
72064699999,HALF MOON BAY AIRPORT,2009-07-17,2017-05-22,CA,US,37.513444,-122.501167,20.42
72495623211,HAMILTON AAF,1939-03-01,1976-01-09,CA,US,38.067,-122.5,1
72389899999,HANFORD MUNI,1998-10-05,2014-06-09,CA,US,36.317,-119.633,74
72389853119,HANFORD MUNICIPAL AIRPORT,2006-01-01,2020-04-08,CA,US,36.31889,-119.62889,75.9
72485699999,HAWTHORNE INDUSTRIAL,1983-11-04,2020-01-17,NV,US,38.544367,-118.6343,1284.73
72493593228,HAYWARD AIR TERM,2000-01-01,2010-07-31,CA,US,37.654,-122.115,14.3
72493599999,HAYWARD AIR TERM,1980-08-22,2010-08-17,CA,US,37.667,-122.117,14
72585093228,HAYWARD EXECUTIVE AIRPORT,2010-08-01,2020-04-08,CA,US,37.6542,-122.115,13.11
74917999999,HOLLISTER MUNI,1945-03-01,2018-05-16,CA,US,36.9,-121.4166666,70.1
74917900392,HOLLISTER MUNICIPAL AIRPORT,1945-03-01,2020-04-08,CA,US,36.9,-121.417,72.24
72388493218,JOLON HUNTER LIGGETT MIL RES,1988-01-05,1989-11-27,CA,US,36,-121.233,317
72391493218,JOLON HUNTER LIGGETT MIL RES,1979-03-15,1988-01-04,CA,US,36,-121.233,317
69002093218,JOLON HUNTER LIGGETT MIL RES,1964-07-15,1997-03-31,CA,US,36,-121.233,317
72584799999,LAKE TAHOE,1973-01-01,2014-06-09,CA,US,38.883,-120,1909
72584793230,LAKE TAHOE AIRPORT,2000-01-01,2020-04-08,CA,US,38.8983,-119.9947,1924.51
99999923110,LEMOORE REEVES NAS,1971-01-01,1972-12-31,CA,US,36.333,-119.95,71.3
72061400205,LINCOLN REGIONAL AIRPORT KARL HARDER FIELD,2009-05-10,2020-04-08,CA,US,38.909,-121.351,37.19
72061499999,LINCOLN RGNL KARL HARDER FLD,2009-06-01,2017-05-22,CA,US,38.909167,-121.351333,36.88
72492799999,LIVERMORE MUNICIPAL,1998-03-31,2014-06-02,CA,US,37.7,-121.817,121
72492723285,LIVERMORE MUNICIPAL ARPT,2000-01-01,2020-04-08,CA,US,37.6927,-121.8144,119.79
99999923242,LIVERMORE NAS,1945-02-01,1946-08-10,CA,US,37.683,-121.7,196.9
72019300117,LONNIE POOL FIELD WEAVERVILLE AIRPORT,2010-10-30,2020-04-08,CA,US,40.747,-122.922,716.28
72019399999,LONNIE POOL FLD / WEAVERVILLE AIRPORT,2010-10-30,2018-04-10,CA,US,40.74725,-122.922333,716
74504699999,MADERA MUNI,1999-01-14,2014-06-02,CA,US,36.987,-120.113,77
74504693242,MADERA MUNICIPAL AIRPORT,2006-01-01,2020-04-08,CA,US,36.98778,-120.11056,77.11
72389499999,MAMMOTH YOSEMITE,1984-03-31,2014-06-09,CA,US,37.624,-118.838,2173
72389403181,MAMMOTH YOSEMITE AIRPORT,2006-02-10,2020-04-08,CA,US,37.63333,-118.85,2172.61
99847599999,MARTINEZ-AMORCO,2011-09-09,2020-04-07,CA,US,38.033,-122.125,10
72483523206,MATHER FIELD,1941-09-27,1993-05-15,CA,US,38.567,-121.3,29.3
72483699999,MC CLELLAN AFLD,2000-01-01,2014-05-14,CA,US,38.667639,-121.400611,22.86
72492623258,MDSTO CTY-CO H SHAM FD APT,1973-01-01,2020-04-08,CA,US,37.6241,-120.9505,22.25
72384023155,MEADOWS FIELD AIRPORT,1941-10-01,2020-04-08,CA,US,35.4344,-119.0542,149.05
99999993243,MERCED 23 WSW,2004-03-25,2020-04-08,CA,US,37.2381,-120.8825,23.77
72481599999,MERCED MUNI MACREADY,1983-10-05,2014-06-02,CA,US,37.285,-120.514,48
72493023230,METRO OAKLAND INTL AIRPORT,1943-01-01,2020-04-08,CA,US,37.7214,-122.2208,1.83
72055199999,MINDEN TAHOE AIRPORT,2014-05-23,2020-04-07,NV,US,39.000306,-119.751194,1440.48
74509023244,MOFFETT FEDERAL AIRFIELD,1973-01-01,2019-09-09,CA,US,37.4058,-122.0481,11.89
99401999999,MONTEREY,2010-02-01,2016-06-15,CA,US,36.605,-121.888,2
99241099999,MONTEREY - 27NM WEST OF MONTEREY BAY  CA,1978-08-10,2018-04-25,null,US,36.75,-122.42,0
99999923245,MONTEREY NAF,1945-03-01,1972-02-29,CA,US,36.6,-121.867,50
72491523245,MONTEREY PENINSULA,1973-01-01,2014-06-02,CA,US,36.583,-121.833,78
72491523245,MONTEREY PENINSULA,1973-01-01,2014-06-02,CA,US,36.583,-121.833,78
72491599999,MONTEREY PENINSULA,2000-01-01,2014-06-09,CA,US,36.583,-121.833,80
72491599999,MONTEREY PENINSULA,2000-01-01,2014-06-09,CA,US,36.583,-121.833,80
72491523259,MONTEREY PENINSULA AIRPORT,2006-01-01,2020-04-08,CA,US,36.58806,-121.84528,50.29
99999923259,MONTEREY PENINSULA AIRPORT,2005-01-01,2005-12-31,CA,US,36.5881,-121.8453,50.29
72491523259,MONTEREY PENINSULA AIRPORT,2006-01-01,2020-04-08,CA,US,36.58806,-121.84528,50.29
99739299999,MOORED BUOY 46091,2005-05-24,2011-11-09,CA,US,36.83,-121.9,3
99737599999,MOORED BUOY 46092,2005-04-19,2018-04-25,CA,US,36.75,-122.02,4
99737699999,MOORED BUOY 46093,2005-04-19,2011-09-29,CA,US,36.68,-122.4,4
74917899999,MORRO BAY,1946-10-01,1947-01-01,CA,US,35.367,-120.85,20
99817399999,MOSS LANDING S HARBOR,2007-12-04,2020-04-07,CA,US,36.8,-121.7833333,22
72595799999,MOUNT SHASTA,2000-01-01,2014-06-09,CA,US,41.317,-122.317,1077
99999924215,MOUNT SHASTA,1948-04-01,1976-12-31,CA,US,41.333,-122.333,1077.5
72595724215,MOUNT SHASTA,1977-01-01,2020-04-08,CA,US,41.3325,-122.33278,1077.47
74509099999,MOUNTAIN VIEW /SUNN,2000-11-04,2014-06-09,CA,US,37.417,-122.05,12
99999923244,MOUNTAIN VIEW MOFFETT FLD NAS,1945-03-03,1972-12-31,CA,US,37.406,-122.048,10.4
72481523257,MRCD MUNI/MACREADY FLD APT,2006-01-01,2020-04-08,CA,US,37.28472,-120.51278,46.33
72494523293,N Y. MINETA SN JO INTL APT,1973-01-01,2020-04-08,CA,US,37.3591,-121.924,15.54
72495599999,NAPA CO,1998-05-22,2014-06-09,CA,US,38.213,-122.281,11
72495593227,NAPA COUNTY AIRPORT,2000-01-01,2020-04-08,CA,US,38.2102,-122.2847,4.27
99999923239,NAVAL AIR STATION,1945-03-01,1972-12-31,CA,US,37.78333,-122.31667,4.27
74702023110,NAVAL AIR STATION,1961-07-01,2020-04-08,CA,US,36.33333,-119.95,70.71
74948699999,NEVADA CO AIR PARK,2011-09-21,2018-05-19,CA,US,39.224028,-121.003083,960.72
74948600397,NEVADA COUNTY AIR PARK,2011-09-21,2020-04-08,CA,US,39.224,-121.003,961.03
99401799999,NORTH SPIT,2009-02-24,2019-04-07,CA,US,40.767,-124.217,2
72482899999,NUT TREE,2001-08-15,2014-06-02,CA,US,38.383,-121.967,35
72482893241,NUT TREE AIRPORT,2006-01-01,2020-04-08,CA,US,38.3775,-121.9575,33.22
99849699999,OAKLAND,2012-05-07,2020-04-07,CA,US,37.795,-122.288,4
99847699999,OAKLAND (BERTH 34),2011-09-15,2020-04-07,CA,US,37.811,-122.333,10
99999923230,OAKLAND METROPOLITAN,1948-01-01,1972-12-31,CA,US,37.721,-122.221,26.8
99999993211,OAKLAND NAS,1949-06-01,1954-10-31,CA,US,37.733,-122.2,2.1
72493099999,OAKLAND/METROP. OAK,2000-01-01,2014-06-09,CA,US,37.75,-122.217,4
74504899999,OROVILLE MUNI,1999-01-14,2014-06-02,CA,US,39.483,-121.617,59
74504893210,OROVILLE MUNICIPAL AIRPORT,2006-01-01,2020-04-08,CA,US,39.49,-121.61833,57.91
74018499999,PACIFIC BUOY,1985-01-18,1985-04-25,CA,US,40.4,-124.5,-999
74017499999,PACIFIC BUOY,1985-01-18,1985-01-23,CA,US,35.8,-121.7,-999
74016499999,PACIFIC BUOY,1982-10-24,1985-04-25,CA,US,37.8,-122.7,-999
74011499999,PACIFIC BUOY,1982-03-15,1985-04-25,CA,US,39.2,-124,-999
74012499999,PACIFIC BUOY,1982-01-08,1985-04-25,CA,US,38.2,-123.3,-999
74015499999,PACIFIC BUOY,1982-06-30,1985-04-25,CA,US,40.8,-124.5,-999
72493723289,PALO ALTO AIRPORT OF SANTA CLARA COUNTY,2006-01-01,2020-04-07,CA,US,37.46667,-122.11667,2.13
72493799999,PALO ALTO ARPT OF SA,1984-11-24,2014-05-07,CA,US,37.461,-122.115,1
72396593209,PASO ROBLES MUNICIPAL ARPT,1941-12-01,2020-04-08,CA,US,35.6697,-120.6283,246.89
99999993209,PASO ROBLES MUNICIPAL ARPT,1953-01-01,1965-01-01,CA,US,35.67,-120.628,249
72093599999,PETALUMA MUNI,2011-05-17,2013-04-30,CA,US,38.257833,-122.605542,26.51
74509699999,PIGEON POINT COAST GUARD LIGHT S,1943-06-09,1977-09-14,null,US,37.18,-122.4,1
72494799999,PILLAR PT / EL GRANDA,1981-01-31,1981-04-18,CA,US,37.5,-122.5,40
99847899999,PITTSBURG (SUISUN BAY),2011-09-09,2020-04-07,CA,US,38.042,-121.887,10
72064599999,PLACERVILLE,2009-07-11,2018-03-22,CA,US,38.724219,-120.753325,787.29
72064500227,PLACERVILLE AIRPORT,2009-07-11,2020-04-08,CA,US,38.717,-120.75,787.3
99412099999,POINT ARENA  CA,1985-05-01,2012-10-17,CA,US,38.96,-123.74,17.4
72499199999,POINT ARENA (CGS),1976-03-09,1977-09-07,CA,US,38.95,-123.733,18
74506599999,POINT BLUNT COAST GUARD LIGHT ST,1977-01-22,1977-09-10,null,US,37.85,-122.42,73
74504599999,POINT BONITA COAST GUARD LIGHT S,1975-09-17,1978-02-21,null,US,37.8,-122.52,1
72390099999,POINT PIEDRAS BLANCA,1943-06-07,1996-06-30,CA,US,35.67,-121.28,17
99402299999,POINT REYES,2010-02-01,2017-10-08,CA,US,37.99,-122.975,2
72495899999,PORT CHICAGO,1992-06-24,1993-01-12,CA,US,38.03,-122.03,12
99403499999,PORT CHICAGO,2005-04-19,2020-04-07,CA,US,38.057,-122.038,2
99402399999,PORT SAN LUIS,2009-05-07,2020-04-07,CA,US,35.177,-120.76,2
74917499999,PORTERVILLE CALIFORNIA AAF,1945-07-21,1945-10-12,CA,US,36.033,-119.066,132
72389599999,PORTERVILLE MUNI,1945-07-21,2014-06-02,CA,US,36.033,-119.067,135
72389523149,PORTERVILLE MUNICIPAL ARPT,2006-01-01,2020-04-08,CA,US,36.02944,-119.0625,134.72
99250099999,PT ARENA - 19NM NORTH OF POINT ARENA  CA,1982-02-08,2017-07-21,null,US,39.22,-123.97,0
72396199999,PT.PIEDRAS BLANCA,1976-07-30,1976-11-13,CA,US,35.667,-121.283,10
72591024216,RED BLUFF MUNICIPAL ARPT,1973-01-01,2020-04-08,CA,US,40.1519,-122.2536,107.59
99999924216,RED BLUFF MUNICIPAL ARPT,1948-01-01,1972-12-31,CA,US,40.152,-122.254,107.6
99999904222,REDDING 12 WNW,2003-03-27,2020-04-08,CA,US,40.6507,-122.6068,432.21
72592024257,REDDING MUNICIPAL AIRPORT,1944-09-01,2020-04-08,CA,US,40.5175,-122.2986,151.49
72591524257,REDDING MUNICIPAL ARPT,1944-09-01,1991-03-31,CA,US,40.518,-122.299,153
99404199999,REDWOOD CITY,2005-05-03,2020-04-07,CA,US,37.507,-122.2,6
72494699999,REID HILLVIEW OF SAN,1987-09-01,2014-06-09,CA,US,37.333,-121.817,41
72494693232,REID-HILLVIEW AIRPORT OF SANTA CLARA COUNTY,2006-01-01,2020-04-08,CA,US,37.33333,-121.81667,40.54
72083999999,RENO / STEAD AIRPORT,2011-09-22,2018-05-15,NV,US,39.6681769,-119.87644,1539.2
72083900279,RENO STEAD AIRPORT,2011-09-22,2020-04-08,NV,US,39.667,-119.876,1540.15
99999923185,RENO WBO,1949-01-01,1972-12-31,NV,US,39.484,-119.771,1341.1
72488023185,RENO/TAHOE INTERNATIONAL AIRPORT,1943-01-05,2020-04-08,NV,US,39.4838,-119.7711,1344.17
99403699999,RICHMOND,2005-04-19,2020-04-07,CA,US,37.928,-122.4,5.6
99847799999,RICHMOND (POINT POTRERO),2011-09-19,2020-04-07,CA,US,37.906,-122.365,10
74516599999,RIO VISTA COAST GUARD LIGHT STAT,1975-09-17,1996-06-30,null,US,38.15,-121.7,1
74948599999,ROHNERVILLE,2011-09-22,2014-11-19,CA,US,40.553936,-124.132658,119.48
74948500396,ROHNERVILLE AIRPORT,2011-09-22,2020-04-08,CA,US,40.554,-124.133,119.18
72483023232,SACRAMENTO EXECUTIVE AIRPORT,1973-01-01,2020-04-08,CA,US,38.5069,-121.495,4.57
99999923232,SACRAMENTO EXECUTIVE ARPT,1947-07-01,1972-12-31,CA,US,38.507,-121.495,7.6
72483999999,SACRAMENTO INTL,2000-01-01,2014-06-02,CA,US,38.683,-121.583,8
72483993225,SACRAMENTO INTL AIRPORT,1973-01-01,2020-04-08,CA,US,38.69556,-121.58972,7.01
72483323206,SACRAMENTO MATHER AIRPORT,2004-01-01,2020-04-08,CA,US,38.56667,-121.3,30.18
72483399999,SACRAMENTO MATHER FL,1941-09-27,2014-06-02,CA,US,38.555,-121.297,30
72483623208,SACRAMENTO MCCLELLAN AFB,1939-11-09,2020-04-08,CA,US,38.66667,-121.4,23.47
72491799999,SALINAS MUNI,2010-08-01,2010-08-17,CA,US,36.65,-121.6,26
72491723233,SALINAS MUNI,1941-11-17,2010-07-31,CA,US,36.664,-121.608,23.5
72593023233,SALINAS MUNICIPAL AIRPORT,1941-11-17,2020-04-08,CA,US,36.6636,-121.6081,22.56
99999923233,SALINAS MUNICIPAL AP,1948-11-01,1964-12-28,CA,US,36.664,-121.608,23.5
72594799999,SAMOA / HUMBOLDT BAY,1977-03-26,1995-06-25,CA,US,40.77,-124.23,2
72493899999,SAN CARLOS,1983-07-17,2014-06-09,CA,US,37.512,-122.25,2
72493893231,SAN CARLOS AIRPORT,2006-01-01,2020-04-08,CA,US,37.51667,-122.25,1.52
99401699999,SAN FRANCISCO,2005-04-19,2020-04-07,CA,US,37.807,-122.465,2
99847999999,SAN FRANCISCO (PIER 1),2011-09-29,2020-04-07,CA,US,37.798,-122.393,10
99264099999,SAN FRANCISCO - 18NM WEST OF SAN FRANCIS,1982-12-09,2018-04-25,null,US,37.75,-122.82,0
99801199999,SAN FRANCISCO BAY RESERVE,2007-10-16,2019-12-23,CA,US,38.2166666,-122.0166666,3
72494023234,SAN FRANCISCO INTERNATIONAL AIRPORT,1973-01-01,2020-04-08,CA,US,37.6197,-122.3647,2.44
99999923234,SAN FRANCISCO INTL AP,1948-01-01,1972-12-31,CA,US,37.62,-122.365,5.5
74509799999,SAN FRANCISCO PBS,1992-06-26,1996-06-30,CA,US,37.75,-122.7,5
99999923293,SAN JOSE MUNICIPAL AP,1968-01-01,1972-12-31,CA,US,37.359,-121.924,15.2
72289793206,SAN LUIS CO REGIONAL ARPT,2006-01-01,2020-04-08,CA,US,35.23722,-120.64139,60.96
72289799999,SAN LUIS CO RGNL,1980-04-18,2014-06-09,CA,US,35.233,-120.633,65
72390093226,SAN SIMEON/PT. PIED,2001-05-07,2005-06-07,CA,US,35.666,-121.285,21
99999923246,SANTA ROSA NAAS,1945-03-01,1947-04-15,CA,US,38.417,-122.75,42.1
72584899999,SHELTER COVE,1973-01-01,2007-06-22,CA,US,40.02,-124.07,21
72495723213,SONOMA COUNTY AIRPORT,2000-01-01,2020-04-08,CA,US,38.5038,-122.8102,34.75
99999900395,SOUTH COUNTY AIRPORT OF SANTA CLARA COUNTY,2014-08-01,2019-07-10,CA,US,37.082,-121.597,86.26
74948400395,SOUTH COUNTY AIRPORT OF SANTA CLARA COUNTY,2011-10-01,2019-11-14,CA,US,37.082,-121.597,86.26
74948400395,SOUTH COUNTY AIRPORT OF SANTA CLARA COUNTY,2011-10-01,2019-11-14,CA,US,37.082,-121.597,86.26
99999923118,STEAD AFB,1952-08-01,1966-03-30,NV,US,39.667,-119.867,1531.9
72492023237,STOCKTON METROPOLITAN AIRPORT,1941-02-20,2020-04-08,CA,US,37.8891,-121.2258,7.92
99999923237,STOCKTON METROPOLITAN ARPT,1948-11-01,1972-12-31,CA,US,37.889,-121.226,8.2
72583799999,SUSANVILLE MUNI,1977-03-01,2020-04-07,CA,US,40.375694,-120.572694,1264.61
72584199999,SUSANVILLE MUNI,1976-03-05,1977-02-24,CA,US,40.383,-120.567,1264
99773499999,TIBURON PIER,2006-10-24,2020-04-07,CA,US,37.92,-122.45,3
74516023202,TRAVIS AIR FORCE BASE,1943-08-11,2020-04-08,CA,US,38.26667,-121.93333,18.9
99999923202,TRAVIS FIELD AAB,1971-01-01,1971-01-01,CA,US,38.267,-121.933,18.9
72594899999,TRINIDAD HEAD COAST GUARD LIGHT,1976-03-27,1977-09-14,null,US,41.05,-124.15,58
72102799999,TRINITY CENTER,2012-03-02,2013-04-30,CA,US,40.9832,-122.69419,728.47
72584699999,TRUCKEE-TAHOE,1973-01-03,2014-06-09,CA,US,39.32,-120.133,1798
72584693201,TRUCKEE-TAHOE AIRPORT,2006-01-01,2020-04-08,CA,US,39.32,-120.13944,1798.32
72590599999,UKIAH MUNI,2000-01-01,2014-06-02,CA,US,39.117,-123.2,187
72590523275,UKIAH MUNICIPAL AIRPORT,1973-01-01,2020-04-08,CA,US,39.12583,-123.20083,183.18
99999923275,UKIAH MUNICIPAL AP,1949-09-12,1965-01-01,CA,US,39.126,-123.201,190.8
72057600174,UNIVERSITY AIRPORT,2010-06-10,2020-04-08,CA,US,38.533,-121.783,21.03
72065299999,USMC MTN WARFARE TRAINING CENTER,2009-08-13,2018-05-15,CA,US,38.35,-119.5166666,2067.15
74918099999,VERNALIS NAVAL AUX,1945-04-01,1946-01-15,CA,US,37.6,-121.3,59
72389699999,VISALIA MUNI,1976-01-22,2014-06-09,CA,US,36.317,-119.4,90
72389693144,VISALIA MUNICIPAL AIRPORT,2006-01-01,2020-04-08,CA,US,36.31667,-119.4,89.92
74918199999,WATSONVILLE CALIFORNIA NAAS,1945-03-01,1945-10-14,CA,US,36.933,-121.783,44
74505899999,WATSONVILLE MUNI,1945-03-01,2014-06-02,CA,US,36.933,-121.783,50
74505823277,WATSONVILLE MUNICIPAL ARPT,2006-01-01,2020-04-08,CA,US,36.9358,-121.7886,48.77
99999923238,WILLIAMS CAA AIRPORT,1948-11-01,1952-12-30,CA,US,39.1,-122.15,39
72594024213,WOODLEY ISLAND (NEW 10/94),2006-01-01,2020-04-07,CA,US,40.8097,-124.1602,6.1
99999953150,YOSEMITE VILLAGE 12 W,2007-09-29,2020-04-08,CA,US,37.7592,-119.8208,2017.78
72483899999,YUBA CO,1943-08-11,2014-06-09,CA,US,39.1,-121.567,19
72483893205,YUBA COUNTRY AIRPORT,2006-01-01,2020-04-08,CA,US,39.1019,-121.5677,18.9
