"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","FRSHTT"
"01001099999","2011-01-18","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  26.1","23","  23.2","23","1000.8","23","999.6","23","  3.7"," 6"," 25.8","23"," 36.9","999.9","  30.0","*","  22.3","*"," 0.30","G","999.9","001000"
"01001099999","2011-01-19","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  27.3","24","  24.0","24","1010.6","24","009.4","24"," 22.3"," 7"," 14.5","24"," 23.3","999.9","  35.8","*","  18.9"," "," 0.00","G","999.9","011000"
"01001099999","2011-01-20","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.0","24","  30.9","24"," 994.9","22","993.7","22","  7.8"," 4"," 12.0","22"," 23.3","999.9","  35.6","*","  31.6","*"," 1.00","G","999.9","110000"
"01001099999","2011-01-21","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  23.6","24","  19.0","24","1010.4","24","009.2","24","  5.7"," 6"," 14.5","24"," 23.3","999.9","  32.7","*","  18.0","*"," 0.38","G","999.9","011000"
"01001099999","2011-01-22","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  22.4","24","  17.6","24","1021.6","24","020.4","24","  8.1"," 6","  8.4","24"," 15.5","999.9","  28.9","*","  18.0"," "," 0.01","G","999.9","001000"
"01001099999","2011-01-23","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  26.4","24","  23.6","24","1014.4","24","013.2","24","  3.1"," 5"," 12.6","24"," 19.4","999.9","  28.6","*","  24.3"," "," 0.02","G","999.9","011000"
"01001099999","2011-01-24","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  25.0","24","  21.0","24","1014.3","24","013.1","24"," 10.3"," 5"," 14.3","24"," 27.2","999.9","  28.4","*","  20.3","*"," 0.24","G","999.9","001000"
"01001099999","2011-01-25","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  25.4","22","  22.4","22","1003.7","22","002.5","22","  2.2"," 5"," 21.0","22"," 33.0","999.9","  32.7","*","  20.8","*"," 0.31","G","999.9","001000"
"01001099999","2011-01-26","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  31.0","24","  27.5","24","1002.9","24","001.7","24","  9.0"," 6"," 23.8","24"," 50.5","999.9","  34.9"," ","  20.3"," "," 0.00","G","999.9","010000"
"01001099999","2011-01-27","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.1","24","  30.0","24"," 997.3","24","996.1","24","  9.8"," 5"," 23.2","24"," 31.1","999.9","  38.7"," ","  29.8","*"," 0.11","G","999.9","010000"
"01001099999","2011-01-28","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  29.4","24","  25.6","24"," 994.5","24","993.3","24","  7.0"," 5"," 10.3","24"," 35.0","999.9","  32.0","*","  23.2","*"," 0.17","G","999.9","011000"
"01001099999","2011-01-29","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  20.9","24","  15.4","24","1001.6","24","000.4","24"," 12.5"," 5"," 16.5","24"," 27.2","999.9","  26.4","*","  16.5","*"," 0.27","G","999.9","001000"
"01001099999","2011-01-30","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  31.8","24","  30.4","24"," 981.2","24","980.0","24","  2.8"," 5"," 13.4","24"," 29.1","999.9","  34.5"," ","  21.9"," "," 0.15","G","999.9","011000"
"01001099999","2011-01-31","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  25.1","24","  23.0","24"," 983.4","24","982.2","24","  5.7"," 4"," 16.5","24"," 33.0","999.9","  28.4"," ","  20.1","*"," 0.07","G","999.9","011000"
"01001099999","2011-02-01","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  31.9","24","  29.8","24"," 980.5","24","979.3","24","  3.2"," 5"," 21.3","24"," 29.1","999.9","  35.1","*","  26.8"," "," 0.01","G","999.9","011000"
"01001099999","2011-02-02","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.6","23","  32.9","23"," 979.5","23","978.4","23","  4.6"," 5"," 20.9","23"," 33.0","999.9","  36.0"," ","  33.3"," "," 0.33","G","999.9","010000"
"01001099999","2011-02-03","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.3","24","  32.0","24"," 969.7","24","968.6","24","  8.2"," 4"," 19.5","24"," 27.2","999.9","  37.2"," ","  31.8","*"," 0.19","G","999.9","010000"
"01001099999","2011-02-04","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  29.5","24","  24.7","24"," 980.9","24","979.7","24"," 13.0"," 6","  9.4","24"," 23.3","999.9","  32.2","*","  26.2","*"," 0.04","G","999.9","001000"
"01001099999","2011-02-05","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  28.9","24","  24.2","24"," 986.6","24","985.4","24"," 12.4"," 6","  9.8","24"," 15.5","999.9","  32.2"," ","  24.8"," "," 0.00","G","999.9","000000"
"01001099999","2011-02-06","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  28.9","24","  21.5","24"," 992.0","24","990.8","24"," 18.6"," 5"," 14.2","24"," 19.4","999.9","  30.2"," ","  24.1"," "," 0.00","G","999.9","000000"
"01001099999","2011-02-07","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  29.0","24","  22.8","24"," 993.4","24","992.2","24"," 16.8"," 5"," 16.7","24"," 19.4","999.9","  29.8","*","  28.0","*"," 0.00","G","999.9","010100"
"01001099999","2011-02-08","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  26.3","24","  20.8","24","1007.3","24","006.1","24"," 10.0"," 6"," 13.0","24"," 19.4","999.9","  28.8"," ","  23.2","*"," 0.03","G","999.9","011000"
"01001099999","2011-02-09","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  26.9","24","  19.6","24","1014.5","24","013.3","24"," 16.1"," 6"," 10.6","24"," 19.4","999.9","  33.4","*","  21.7"," "," 0.03","G","999.9","001000"
"01001099999","2011-02-10","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.7","24","  27.7","24","1011.9","24","010.7","24"," 12.4"," 5"," 18.2","24"," 23.3","999.9","  34.9","*","  30.6"," "," 0.00","G","999.9","000000"
"01001099999","2011-02-11","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.7","24","  29.3","24","1017.8","24","016.6","24"," 10.3"," 5"," 13.8","24"," 25.3","999.9","  34.7","*","  32.4","*"," 0.00","G","999.9","010000"
"01001099999","2011-02-12","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.8","24","  29.7","24","1012.0","24","010.8","24"," 12.9"," 6"," 12.5","24"," 15.5","999.9","  35.1","*","  32.9"," "," 0.00","G","999.9","011000"
"01001099999","2011-02-13","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.3","24","  31.8","24","1009.2","24","008.0","24","  6.5"," 6"," 10.0","24"," 15.5","999.9","  35.4"," ","  33.6","*"," 0.00","G","999.9","010000"
"01001099999","2011-02-14","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.6","24","  32.1","24","1009.1","24","007.9","24","  6.5"," 5"," 15.1","24"," 19.4","999.9","  35.6"," ","  33.4"," "," 0.06","G","999.9","010000"
"01001099999","2011-02-15","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.7","24","  29.2","24","1013.3","24","012.1","24"," 10.5"," 6"," 16.3","24"," 21.4","999.9","  34.5","*","  32.7","*"," 0.09","G","999.9","011000"
"01001099999","2011-02-16","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  30.6","24","  25.0","24","1013.2","24","012.0","24"," 15.5"," 5","  9.8","24"," 17.5","999.9","  33.4","*","  27.9","*"," 0.00","G","999.9","000000"
"01001099999","2011-02-17","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  28.6","23","  22.1","23","1015.7","23","014.5","23"," 17.6"," 6","  9.6","23"," 13.6","999.9","  29.8"," ","  26.8","*"," 0.00","G","999.9","000000"
"01001099999","2011-02-18","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  26.0","24","  18.6","24","1020.0","24","018.8","24"," 22.4"," 5","  5.3","24"," 11.7","999.9","  27.3","*","  22.8","*"," 0.00","G","999.9","000000"
"01001099999","2011-02-19","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  29.4","24","  24.1","24","1017.4","24","016.2","24"," 26.1"," 5","  6.8","24"," 11.7","999.9","  32.4","*","  25.5"," "," 0.00","E","999.9","001000"
"01001099999","2011-02-20","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.0","24","  32.5","24","1008.9","23","007.7","23","  7.1"," 5"," 11.2","23"," 17.5","999.9","  35.1"," ","  32.4","*"," 0.02","G","999.9","010000"
"01001099999","2011-02-21","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  27.0","24","  24.1","24","1002.5","24","001.3","24","  1.0"," 5"," 21.4","24"," 35.0","999.9","  36.0","*","  17.4","*"," 0.63","G","999.9","011000"
"01001099999","2011-02-22","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  25.6","24","  20.9","24","1009.0","24","007.8","24"," 13.9"," 6"," 12.0","24"," 19.4","999.9","  34.0","*","  17.2"," "," 0.49","G","999.9","001000"
"01001099999","2011-02-23","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.0","24","  31.9","24"," 996.0","24","994.8","24","  1.6"," 5"," 10.9","24"," 25.3","999.9","  35.2"," ","  30.9"," "," 0.23","G","999.9","011000"
"01001099999","2011-02-24","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.0","24","  33.3","24"," 973.5","22","972.4","22","  0.3"," 4"," 12.8","22"," 21.4","999.9","  35.8"," ","  31.8","*"," 1.02","G","999.9","110000"
"01001099999","2011-02-25","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.4","24","  32.8","24"," 965.4","23","964.3","23","  1.1"," 4"," 10.8","23"," 17.5","999.9","  35.2"," ","  30.9"," "," 0.44","G","999.9","110000"
"01001099999","2011-02-26","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  30.6","24","  26.7","24"," 973.0","24","971.9","24","  7.6"," 6"," 18.0","24"," 31.1","999.9","  35.4","*","  27.9","*"," 0.27","G","999.9","011100"
"01001099999","2011-02-27","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  29.8","24","  24.4","24"," 991.4","24","990.2","24"," 13.2"," 5"," 14.9","24"," 23.3","999.9","  33.3","*","  25.2","*"," 0.00","G","999.9","001000"
"01001099999","2011-02-28","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  31.6","24","  26.6","24","1003.9","24","002.7","24"," 18.1"," 5"," 16.9","24"," 25.3","999.9","  37.9","*","  24.8"," "," 0.01","G","999.9","010000"
"01001099999","2011-03-01","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.6","24","  28.6","24"," 997.0","24","995.8","24","  8.3"," 5"," 22.1","24"," 29.1","999.9","  34.2","*","  33.3","*"," 0.00","G","999.9","011000"
"01001099999","2011-03-02","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  23.4","24","  19.7","24","1001.3","24","000.0","24","  2.7"," 6"," 21.4","24"," 38.9","999.9","  32.7","*","  17.8","*"," 0.01","G","999.9","001000"
"01001099999","2011-03-03","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  25.1","24","  21.8","24","1006.9","20","005.7","20","  3.6"," 4"," 17.4","23"," 29.1","999.9","  34.2"," ","  18.0"," "," 0.08","G","999.9","001000"
"01001099999","2011-03-04","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  18.7","24","  12.4","24","1015.1","22","013.9","22","  6.8"," 4"," 19.2","23"," 25.3","999.9","  23.2","*","  12.9","*"," 0.15","G","999.9","001000"
"01001099999","2011-03-05","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.7","24","   9.3","24","1026.9","24","025.7","24"," 11.2"," 5"," 12.7","24"," 23.3","999.9","  24.8","*","  12.7"," "," 0.04","G","999.9","000000"
"01001099999","2011-03-06","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  30.3","24","  26.8","24"," 992.9","24","991.7","24","  4.7"," 6"," 21.3","24"," 27.2","999.9","  35.6"," ","  20.8"," "," 0.04","G","999.9","011000"
"01001099999","2011-03-07","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  25.5","21","  19.2","21"," 981.4","21","980.2","21"," 11.3"," 4"," 19.0","21"," 33.0","999.9","  29.3","*","  17.2","*"," 0.04","G","999.9","001000"
"01001099999","2011-03-08","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.0","15","  11.6","15"," 976.8","15","975.6","15","  7.2"," 6"," 18.9","15"," 27.2","999.9","  23.5"," ","  15.1","*"," 0.00","G","999.9","001000"
"01001099999","2011-03-09","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.8","24","  14.9","24"," 977.6","24","976.4","24","  3.4"," 5"," 24.9","24"," 35.0","999.9","  20.7","*","  14.4"," "," 0.03","G","999.9","001000"
"01001099999","2011-03-10","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  23.0","24","  21.4","24"," 978.1","24","976.9","24","  0.5"," 5"," 33.2","24"," 40.8","999.9","  27.7"," ","  15.8"," "," 0.37","G","999.9","001000"
"01001099999","2011-03-11","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  21.0","24","  15.9","24"," 998.4","23","997.2","23","  6.4"," 4"," 30.4","23"," 42.7","999.9","  27.3","*","  16.7","*"," 0.28","G","999.9","001000"
"01001099999","2011-03-12","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.0","24","   9.7","24","1011.6","24","010.4","24","  3.8"," 6"," 13.3","24"," 23.3","999.9","  18.3"," ","  15.3","*"," 0.02","G","999.9","001000"
"01001099999","2011-03-13","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.7","24","  10.7","24","1010.6","24","009.4","24"," 14.9"," 5","  9.6","24"," 23.3","999.9","  25.9","*","  10.6","*"," 0.04","G","999.9","001000"
"01001099999","2011-03-14","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  32.2","24","  29.2","24"," 993.8","24","992.6","24","  6.2"," 5"," 21.0","24"," 27.2","999.9","  35.4","*","  20.8"," "," 0.05","G","999.9","011000"
"01001099999","2011-03-15","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.1","24","  29.9","24"," 986.8","24","985.7","24","  4.3"," 6"," 22.0","24"," 29.1","999.9","  36.1","*","  29.7","*"," 0.23","G","999.9","011000"
"01001099999","2011-03-16","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  28.9","24","  24.7","24"," 985.4","24","984.2","24","  4.8"," 4"," 19.9","24"," 33.0","999.9","  32.4"," ","  25.2","*"," 0.05","G","999.9","001000"
"01001099999","2011-03-17","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  16.0","23","  13.9","23"," 983.7","22","982.5","22","999.9"," 0"," 22.3","22"," 36.9","999.9","  25.0","*","  10.8","*"," 0.31","G","999.9","001000"
"01001099999","2011-03-18","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.8","24","  10.6","24"," 994.3","24","993.1","24"," 17.6"," 6"," 15.6","24"," 29.1","999.9","  20.7","*","   9.5"," "," 0.20","G","999.9","000000"
"01001099999","2011-03-19","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  19.6","24","  17.5","24"," 991.6","22","990.4","22","999.9"," 0"," 22.6","22"," 44.7","999.9","  24.3","*","  15.4"," "," 0.02","G","999.9","001000"
"01001099999","2011-03-20","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  11.5","24","   6.6","24"," 999.3","24","998.1","24","  5.6"," 5"," 11.4","24"," 17.5","999.9","  15.6","*","   9.0","*"," 0.15","G","999.9","001000"
"01001099999","2011-03-21","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  12.8","24","   4.1","24"," 999.7","24","998.5","24"," 16.6"," 6"," 10.5","24"," 19.4","999.9","  14.5"," ","  10.2"," "," 0.01","G","999.9","001000"
"01001099999","2011-03-22","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.0","24","  12.8","24","1003.5","23","002.3","23","  9.8"," 4"," 13.2","23"," 23.3","999.9","  21.6"," ","   9.0"," "," 0.00","G","999.9","001000"
"01001099999","2011-03-23","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  11.4","24","   6.7","24","1010.7","24","009.5","24","999.9"," 0"," 14.0","24"," 21.4","999.9","  16.2","*","   6.6","*"," 0.09","G","999.9","001000"
"01001099999","2011-03-24","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.6","24","   8.5","24","1022.6","24","021.4","24","  6.5"," 6"," 20.3","24"," 27.2","999.9","  19.4"," ","  11.5"," "," 0.15","G","999.9","001000"
"01001099999","2011-03-25","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  20.9","24","  11.6","24","1019.5","24","018.3","24"," 26.9"," 6","  4.6","24"," 13.6","999.9","  26.6"," ","  14.0"," "," 0.01","G","999.9","001000"
"01001099999","2011-03-26","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  25.2","24","  18.4","24","1007.6","24","006.4","24"," 23.3"," 4","  8.1","24"," 21.4","999.9","  28.8"," ","  18.9"," "," 0.00","G","999.9","001000"
"01001099999","2011-03-27","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  21.7","24","  14.8","24","1012.5","24","011.3","24"," 10.7"," 4"," 14.7","24"," 19.4","999.9","  25.3","*","  17.8","*"," 0.00","G","999.9","001000"
"01001099999","2011-03-28","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  17.6","24","   8.4","24","1013.1","24","011.9","24"," 10.4"," 4"," 13.3","24"," 17.5","999.9","  19.6"," ","  16.3","*"," 0.01","G","999.9","001000"
"01001099999","2011-03-29","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  16.5","24","   7.9","24","1014.0","24","012.8","24"," 13.4"," 6","  6.6","24"," 11.7","999.9","  18.9"," ","  12.4","*"," 0.01","G","999.9","001000"
"01001099999","2011-03-30","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  23.7","24","  18.9","24","1005.2","24","004.0","24"," 18.3"," 5","  9.3","24"," 23.3","999.9","  31.1","*","  12.0"," "," 0.00","G","999.9","001000"
"01001099999","2011-03-31","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  31.7","24","  29.6","24"," 995.6","23","994.4","23","999.9"," 0","  3.5","23"," 11.7","999.9","  34.0"," ","  27.9"," "," 0.11","G","999.9","001000"
"01001099999","2011-04-01","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.5","23","  32.5","23"," 987.5","20","986.4","20","999.9"," 0"," 10.3","20"," 15.5","999.9","  35.1","*","  31.5","*"," 0.22","G","999.9","010000"
"01001099999","2011-04-02","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  32.3","24","  31.0","24"," 970.1","22","968.9","22","999.9"," 0"," 13.7","22"," 25.3","999.9","  35.2","*","  27.1","*"," 0.23","G","999.9","101000"
"01001099999","2011-04-03","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  27.1","24","  23.8","24"," 985.3","24","984.1","24","  5.7"," 4"," 16.3","24"," 19.4","999.9","  30.4","*","  25.9"," "," 0.14","G","999.9","001000"
"01001099999","2011-04-04","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  30.1","24","  26.1","24"," 993.2","24","992.0","24"," 11.8"," 5"," 11.7","24"," 17.5","999.9","  31.3","*","  27.1"," "," 0.19","G","999.9","001000"
"01001099999","2011-04-05","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  32.5","24","  28.2","24"," 992.1","24","990.9","24"," 35.7"," 6"," 13.0","24"," 15.5","999.9","  34.3"," ","  28.4"," "," 0.00","G","999.9","001000"
"01001099999","2011-04-06","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  35.6","24","  32.8","24"," 984.8","24","983.7","24"," 10.7"," 5"," 14.5","24"," 19.4","999.9","  36.5"," ","  33.6"," "," 0.00","G","999.9","010000"
"01001099999","2011-04-07","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  33.9","24","  31.9","24"," 981.4","21","980.3","21","999.9"," 0","  4.8","21"," 21.4","999.9","  36.1","*","  32.0","*"," 0.16","G","999.9","010000"
"01001099999","2011-04-08","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  27.9","24","  24.8","24"," 994.9","24","993.7","24","  6.3"," 5"," 22.4","24"," 38.9","999.9","  33.1","*","  23.9","*"," 0.00","G","999.9","001000"
"01001099999","2011-04-09","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  27.6","24","  24.3","24","1008.1","24","006.9","24"," 11.4"," 5"," 12.5","24"," 21.4","999.9","  34.9","*","  23.0"," "," 0.00","E","999.9","001000"
"01001099999","2011-04-10","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.9","24","  31.7","24"," 996.4","22","995.2","22","999.9"," 0"," 17.2","22"," 38.9","999.9","  40.5"," ","  32.7","*"," 0.02","G","999.9","000000"
"01001099999","2011-04-11","70.9333333","-8.6666667","9.0","JAN MAYEN NOR NAVY, NO","  34.3","24","  30.4","24"," 988.6","24","987.4","24"," 23.1"," 6"," 16.6","24"," 25.3","999.9","  35.2","*","  32.9","*"," 0.23","G","999.9","010000"
